avg_pupil_diam,focus_actor_dist,gaze_valid,gaze_vergence,left_eye_openness,left_gaze_dir_x,left_gaze_dir_y,left_gaze_dir_z,left_gaze_origin_x,left_gaze_origin_y,left_gaze_origin_z,left_gaze_valid,left_pupil_diam,left_pupil_posn_valid,left_pupil_posn_x,left_pupil_posn_y,right_eye_openness,right_gaze_dir_x,right_gaze_dir_y,right_gaze_dir_z,right_gaze_origin_x,right_gaze_origin_y,right_gaze_origin_z,right_gaze_valid,right_pupil_diam,right_pupil_posn_valid,right_pupil_posn_x,right_pupil_posn_y,timestamp,timestamp_carla,timestamp_device,timestamp_stream,pupil_diameter_diff,gaze_velocity,focus_velocity,rolling_pupil_mean,rolling_pupil_std
4.436445872139118,4.934447409915824,True,1.6358806189480468,0.9369457924501099,0.16987228308917365,0.24606243365759245,1.0101750481266882,0.029244469127273885,0.0014667835940180127,-0.0006040514970920879,True,4.518239903086521,True,-0.0940164377971315,0.16753561899704553,0.9702146757688649,0.16284236451306944,0.24649879978196737,1.0051113508024725,-0.03112840534350456,-0.0006030931665319469,-0.00010231907532901151,True,4.354651841191716,True,-0.05995943819299272,0.08168401176846223,0.8166666666666667,816.6666666666666,818.2087146409834,816.2295226285227,0.16358806189480468,0.02410894486866688,-0.3962292776541707,4.5502924470855275,0.10523466624414336
4.5578796404593565,5.0324719135020155,True,0.8775559508757969,0.906361630527358,0.14037491567737867,0.16912837969296618,1.0172648170905534,0.031907712437062634,-0.0003844363201053284,0.0016972114373086618,True,4.601757438003146,True,-0.019137908743972594,0.03389256783179281,0.8644440385471558,0.12324580887243587,0.18337126659641492,1.0114108985340984,-0.028982524406843194,-0.001051392993255534,0.00033468018428040497,True,4.514001842915566,True,0.08597208536826736,-0.0860804031152526,0.8333333333333334,833.3333333333334,832.9698818354393,833.0219479365877,0.08775559508757969,-0.03540271364267289,-0.09246333041519117,4.553159128178451,0.10339757587355658
4.3656404448537725,4.749520749085442,True,0.12181430549454753,0.909429540070028,0.08887956156659217,0.15807900401716388,0.9836644319625073,0.03069324070273471,-0.0002474119264569117,0.002514415724317525,True,4.371731160128499,True,0.08998810799002127,-0.0033774796161431843,0.8823678224854457,0.059270480499387074,0.15756295742266963,0.981959569620706,-0.027677665461949656,-0.0003153359616073887,-7.387248420088017e-05,True,4.359549729579045,True,-0.07149589770430907,-0.051828909841875985,0.85,850.0,851.3411696436391,850.2155916107043,0.012181430549454753,0.06305756138076202,-0.06376284280673161,4.548539961069268,0.10652883985975584
4.6839947632208805,4.904946227888552,True,0.6155628538607427,1.0,0.02330694233599328,0.12814008808536093,1.018638301220671,0.028906263587543633,0.0026275525400201324,-0.000365284129387126,True,4.653216620527844,True,-0.15413316735929564,0.04236822344398364,0.9255725778929338,0.03328859398116697,0.11689859940772304,1.0223097670742367,-0.02996662770021876,0.0008594318145429929,0.0001423617784394596,True,4.714772905913918,True,-0.020686152042397526,0.006538719917993343,0.8666666666666667,866.6666666666667,867.0525863191507,866.3713686295013,-0.06155628538607427,0.06058148255517626,0.2805555343839039,4.550266071386898,0.10803010451693479
4.486803409964125,5.31063181785325,True,0.5216934317823263,0.839786732999318,0.05785230960144511,0.16306779995764986,1.0009920316972722,0.02900466571704767,-0.0011080403660478691,0.0003865818833732396,True,4.460718738375008,True,0.1441725145637638,-0.008568497739954843,0.868365292053089,0.10192912984306902,0.13570966562819378,0.9918729573811051,-0.030451216707372396,0.0003184922223230604,-9.550473078586334e-05,True,4.512888081553241,True,0.05208769776529544,0.07394188309784287,0.8833333333333333,883.3333333333333,882.4241966484834,881.538948630638,-0.05216934317823263,-0.05985502165607315,0.1398254361734126,4.548508750225826,0.10833924848567818
4.564284719908734,5.1845971002353775,True,0.1880572011797721,0.9568966129666906,-0.03732493319762518,0.1291443690855456,1.0205727405271465,0.03039933292295406,-0.0013685077727947901,0.001607731355949505,True,4.554881859849745,True,0.03165791777432397,-0.05082158100500076,0.9348606512119525,-0.048033217353379946,0.12897156020257053,1.0066612471562604,-0.029373392178819954,0.0010825798414015786,-0.0004989527586455381,True,4.573687579967722,True,-0.14649784451825143,0.060046153774792346,0.9,900.0,901.876906765326,900.9251118700511,-0.01880572011797721,0.14007372486752345,0.2931107236246544,4.547624587866597,0.108019645667329
4.766950859699172,5.896853265102559,True,1.1668147698789877,0.9306430675943216,0.16036496296200345,0.13815260635398757,0.9585501757651852,0.02948942827398696,-0.0014829009198576183,-0.0008595310822857164,True,4.708610121205222,True,0.021849795291819112,-0.0697926223152251,0.9521156821872309,0.15247720621116342,0.16226338555293213,0.9783304339813113,-0.030951063065847193,-0.0001903093190468464,-0.0013326816250199627,True,4.825291598193121,True,0.06683219992955998,0.10591571465108447,0.9166666666666666,916.6666666666666,915.4984223847164,917.2878324899366,-0.11668147698789877,0.04473218865130946,0.3289848887056941,4.549860724213409,0.11139537177469667
4.653749097211353,5.842566877646766,False,0.5376406713267912,0.8808980137195026,0.11423113683186112,0.15214796232127786,0.9918522825262264,0.030793647849291478,-0.00017105215072855452,-0.00047146643264512397,False,4.680631130777693,False,-0.10563844300024577,-0.08133794621659086,0.9439083392697584,0.10242541857741784,0.15121636018076423,0.9973632924080407,-0.03067207389970955,0.0011333247700462548,-4.677342291115928e-06,False,4.6268670636450135,False,0.1462126702061615,-0.16530403348285438,0.9333333333333333,933.3333333333334,932.5035080713803,931.5488873761667,0.053764067132679116,-0.1520189253320119,-0.547708256378495,4.5519416317269465,0.11236000581028219
4.462913009035148,4.801436752345569,True,0.11622321134081126,0.8963164433450804,0.19775432932907905,0.16972841153877416,0.9867018183470185,0.03123658427623464,9.918965958140004e-06,0.0011239674264013583,True,4.457101848468107,True,0.0021593090939655488,-0.07783391554747086,0.8948885003681157,0.1724102777514148,0.17221655249682863,0.9946311714062005,-0.03037387411271455,0.0025235469572233277,0.0002764250326665162,True,4.468724169602188,True,-0.02788692195815481,0.0902737456108647,0.95,950.0,951.2877203568526,949.2924634909916,-0.011622321134081126,-0.12279885250259914,-0.44470271257643734,4.551088857709052,0.11287987872399251
4.408151392206155,4.953161452493891,True,0.9425652849242994,0.9704992782305882,0.1748715923739541,0.20459370368246607,0.9963171707823021,0.02912967655082896,0.0003364467726653665,-8.033753615757729e-05,True,4.36102312795994,True,0.024350982235948268,0.03897912338549524,0.9075060519242958,0.14491802420739927,0.19941332248405463,0.9903930585230509,-0.029027486786311566,-0.0015971266355142165,-0.0013523527497738227,True,4.45527965645237,True,0.054265694606774266,0.07392329554588731,0.9666666666666667,966.6666666666666,967.2999546948847,966.2082734454626,-0.09425652849242994,0.05296277865170662,0.05764956509711716,4.5509255025035245,0.11308461662715427
